date,browser,visits
2019-11-05,Firefox,2164481
2019-11-05,Samsung Internet,1074480
2019-11-05,Safari (in-app),364056
2019-11-05,Android Webview,345401
2019-11-05,Opera,176704
2019-11-05,Amazon Silk,84677
2019-11-05,Opera Mini,78469
2019-11-05,UC Browser,51935
2019-11-05,YaBrowser,42282
2019-11-05,Mercari_d,19260
2019-11-05,Mozilla Compatible Agent,11269
2019-11-05,Android Browser,8600
2019-11-05,Coc Coc,6558
2019-11-05,Puffin,2642
2019-11-05,Mozilla,2100
2019-11-05,ThousandEyes,2011
2019-11-05,SeaMonkey,1572
2019-11-05,BlackBerry,1548
2019-11-05,Maxthon,1482
2019-11-05,Playstation 4,1244
2019-11-05,CyberCycloneBot,1205
2019-11-05,Amazon.com,1181
2019-11-05,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1041
2019-11-05,BestBuy,674
2019-11-05,candroid,649
2019-11-05,IRS - TRG19-01Loeim,576
2019-11-05,United States Postal Service - TRG19-01Loeim,576
2019-11-05,[FBAN,531
2019-11-05,MRCHROME,508
2019-11-05,Carousel,467
2019-11-05,Iron,442
2019-11-05,MagentaNews,342
2019-11-05,StatusCake_Pagespeed_Indev,307
2019-11-05,Netscape,226
2019-11-05,Bluebeam Revu Browser - cef version: 57.0.0.0,174
2019-11-05,Sephora 19.8,144
2019-11-05,Nintendo Browser,131
2019-11-05,UCWEB,123
2019-11-05,Playstation 3,118
2019-11-05,osee2unifiedRelease,116
2019-11-05,ulta-app-ios,102
2019-11-05,Papers,94
2019-11-05,Seznam,89
2019-11-05,"""Mozilla",88
2019-11-05,Nokia Browser,86
2019-11-05,Google-Test2,83
2019-11-05,com.airfind.deltabrowser,70
2019-11-05,AdobeAIR,67
2019-11-05,(not set),59
2019-11-05,iPhone,54
2019-11-05,LeapPadUltimate,52
2019-11-05,Playstation Vita Browser,52
2019-11-05,fuelbot,52
2019-11-05,Uzbl,47
2019-11-05,unknown BingWeb,39
2019-11-05,NetFront,34
2019-11-05,Airbnb,32
2019-11-05,Emb,29
2019-11-05,LeapPad3Explorer,29
2019-11-05,LiveSlides,29
2019-11-05,com.seekingalpha.webwrapper,28
2019-11-05,Mobile IOS 9.0.1.1; Mozilla,25
2019-11-05,pa11y,25
2019-11-05,DoximityWebView,24
2019-11-05,ulta-app-android,24
2019-11-05,+Simple Browser,23
2019-11-05,Outlook-iOS,23
2019-11-05,CBC,22
2019-11-05,DDG-Android-3.1.0,22
2019-11-05,IE with Chrome Frame,22
2019-11-05,Windows NT 6.1,22
2019-11-05,snapchat.com,22
2019-11-05,LeapPadPlatinum,18
2019-11-05,Sephora 19.7,18
2019-11-05,YE,18
2019-11-05,Box,17
2019-11-05,DingTalkBot-LinkService,17
2019-11-05,Instagram 117.0.0.23.163,17
2019-11-05,MUDV4,17
2019-11-05,Nintendo 3DS Browser,17
2019-11-05,NE3,15
2019-11-05,Android Runtime,14
2019-11-05,Lunascape,12
2019-11-05,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,12
2019-11-06,Chrome,24211891
2019-11-06,Safari,12855580
2019-11-06,Internet Explorer,3631688
2019-11-06,Edge,2138420
2019-11-06,Firefox,1954916
2019-11-06,Samsung Internet,1065464
2019-11-06,Safari (in-app),447732
2019-11-06,Android Webview,361311
2019-11-06,Opera,120801
2019-11-06,Amazon Silk,87633
2019-11-06,Opera Mini,69355
2019-11-06,UC Browser,46614
2019-11-06,Mercari_d,22185
2019-11-06,YaBrowser,13954
2019-11-06,Mozilla Compatible Agent,11398
2019-11-06,Android Browser,9756
2019-11-06,Coc Coc,6524
2019-11-06,Puffin,2335
2019-11-06,ThousandEyes,2012
2019-11-06,Mozilla,1928
2019-11-06,SeaMonkey,1649
2019-11-06,BlackBerry,1375
2019-11-06,Playstation 4,1209
2019-11-06,Maxthon,1122
2019-11-06,Amazon.com,950
2019-11-06,CyberCycloneBot,713
2019-11-06,BestBuy,669
2019-11-06,candroid,638
2019-11-06,United States Postal Service - TRG19-01Loeim,576
2019-11-06,IRS - TRG19-01Loeim,574
2019-11-06,Iron,545
2019-11-06,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,509
2019-11-06,MagentaNews,484
2019-11-06,Papers,476
2019-11-06,[FBAN,473
2019-11-06,Carousel,449
2019-11-06,StatusCake_Pagespeed_Indev,304
2019-11-06,Sephora 19.8,224
2019-11-06,Bluebeam Revu Browser - cef version: 57.0.0.0,177
2019-11-06,Netscape,158
2019-11-06,UCWEB,133
2019-11-06,osee2unifiedRelease,133
2019-11-06,MRCHROME,123
2019-11-06,Nintendo Browser,120
2019-11-06,Playstation 3,120
2019-11-06,ulta-app-ios,110
2019-11-06,(not set),106
2019-11-06,Google-Test2,97
2019-11-06,Seznam,96
2019-11-06,"""Mozilla",87
2019-11-06,LeapPadUltimate,72
2019-11-06,Playstation Vita Browser,72
2019-11-06,fuelbot,69
2019-11-06,com.airfind.deltabrowser,63
2019-11-06,AdobeAIR,59
2019-11-06,iPhone,54
2019-11-06,Nokia Browser,51
2019-11-06,Uzbl,49
2019-11-06,NetFront,44
2019-11-06,unknown BingWeb,42
2019-11-06,Emb,38
2019-11-06,ulta-app-android,36
2019-11-06,IE with Chrome Frame,32
2019-11-06,Airbnb,29
2019-11-06,LeapPad3Explorer,29
2019-11-06,LiveSlides,28
2019-11-06,+Simple Browser,27
2019-11-06,DoximityWebView,27
2019-11-06,ZhihuHybrid DefaultBrowser osee2unifiedRelease,27
2019-11-06,Mozilla\,24
2019-11-06,Sephora 19.7,24
2019-11-06,pa11y,24
2019-11-06,DingTalkBot-LinkService,23
2019-11-06,Outlook-iOS,23
2019-11-06,Lunascape,22
2019-11-06,Mobile IOS 9.0.1.1; Mozilla,22
2019-11-06,Sephora 19.7.1,22
2019-11-06,DDG-Android-3.1.0,18
2019-11-06,YE,18
2019-11-06,MUDV4,17
2019-11-06,CareDroidMedications,15
2019-11-06,LeapPadPlatinum,15
2019-11-06,Android Runtime,14
2019-11-06,C:,14
2019-11-06,Instagram 117.0.0.23.163,14
2019-11-06,NE3,14
2019-11-06,iMozilla,14
2019-11-06,Box,13
2019-11-06,Camino,13
2019-11-06,Android ExpediaBookings,12
2019-11-06,com.seekingalpha.webwrapper,12
2019-11-06,Nintendo 3DS Browser,11
2019-11-07,Chrome,23571768
2019-11-07,Safari,12796769
2019-11-07,Internet Explorer,3549847
2019-11-07,Edge,2101922
2019-11-07,Firefox,1912174
2019-11-07,Samsung Internet,1061322
2019-11-07,Safari (in-app),404395
2019-11-07,Android Webview,336054
2019-11-07,Opera,129291
2019-11-07,Amazon Silk,90472
2019-11-07,Opera Mini,67695
2019-11-07,UC Browser,44997
2019-11-07,Mercari_d,22121
2019-11-07,YaBrowser,12587
2019-11-07,Mozilla Compatible Agent,11256
2019-11-07,Android Browser,8559
2019-11-07,Coc Coc,5960
2019-11-07,Puffin,2400
2019-11-07,Mozilla,2201
2019-11-07,ThousandEyes,2006
2019-11-07,SeaMonkey,1731
2019-11-07,BlackBerry,1416
2019-11-07,Playstation 4,1311
2019-11-07,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1196
2019-11-07,Maxthon,1102
2019-11-07,BestBuy,1090
2019-11-07,Amazon.com,1022
2019-11-07,Papers,725
2019-11-07,IRS - TRG19-01Loeim,576
2019-11-07,United States Postal Service - TRG19-01Loeim,576
2019-11-07,candroid,575
2019-11-07,Carousel,526
2019-11-07,Iron,481
2019-11-07,[FBAN,459
2019-11-07,MagentaNews,418
2019-11-07,StatusCake_Pagespeed_Indev,308
2019-11-07,CyberCycloneBot,259
2019-11-07,Netscape,235
2019-11-07,fuelbot,197
2019-11-07,Sephora 19.8,191
2019-11-07,MRCHROME,148
2019-11-07,Nintendo Browser,148
2019-11-07,UCWEB,139
2019-11-07,ulta-app-ios,133
2019-11-07,Playstation 3,123
2019-11-07,Bluebeam Revu Browser - cef version: 57.0.0.0,118
2019-11-07,Google-Test2,81
2019-11-07,"""Mozilla",76
2019-11-07,AdobeAIR,71
2019-11-07,ZhihuHybrid DefaultBrowser osee2unifiedRelease,66
2019-11-07,Playstation Vita Browser,63
2019-11-07,Seznam,59
2019-11-07,LeapPadUltimate,58
2019-11-07,(not set),56
2019-11-07,osee2unifiedRelease,56
2019-11-07,iPhone,55
2019-11-07,Uzbl,48
2019-11-07,Nokia Browser,46
2019-11-07,com.airfind.deltabrowser,43
2019-11-07,Mozilla\,42
2019-11-07,NetFront,40
2019-11-07,ulta-app-android,39
2019-11-07,Emb,35
2019-11-07,Mobile IOS 9.0.1.1; Mozilla,31
2019-11-07,DingTalkBot-LinkService,29
2019-11-07,IE with Chrome Frame,29
2019-11-07,snapchat.com,29
2019-11-07,unknown BingWeb,29
2019-11-07,Airbnb,24
2019-11-07,pa11y,23
2019-11-07,LeapPad3Explorer,21
2019-11-07,+Simple Browser,20
2019-11-07,LiveSlides,20
2019-11-07,DoximityWebView,19
2019-11-07,LeapPadPlatinum,18
2019-11-07,NE3,18
2019-11-07,Outlook-iOS,18
2019-11-07,DDG-Android-3.1.0,17
2019-11-07,Nintendo 3DS Browser,17
2019-11-07,MUDV4,16
2019-11-07,Sephora 19.7.1,16
2019-11-07,C:,14
2019-11-07,Lunascape,14
2019-11-07,Sephora 19.7,13
2019-11-07,YE,13
2019-11-07,com.seekingalpha.webwrapper,13
2019-11-07,Android Runtime,11
2019-11-07,Box,11
2019-11-08,Chrome,19965172
2019-11-08,Safari,11332931
2019-11-08,Internet Explorer,2866464
2019-11-08,Edge,1748218
2019-11-08,Firefox,1642186
2019-11-08,Samsung Internet,950011
2019-11-08,Safari (in-app),365940
2019-11-08,Android Webview,304991
2019-11-08,Opera,123133
2019-11-08,Amazon Silk,81091
2019-11-08,Opera Mini,56409
2019-11-08,UC Browser,39943
2019-11-08,Mercari_d,20066
2019-11-08,YaBrowser,10617
2019-11-08,Mozilla Compatible Agent,10106
2019-11-08,Android Browser,8769
2019-11-08,Coc Coc,4982
2019-11-08,Mozilla,2139
2019-11-08,Puffin,2133
2019-11-08,ThousandEyes,2011
2019-11-08,SeaMonkey,1566
2019-11-08,BestBuy,1393
2019-11-08,BlackBerry,1279
2019-11-08,Playstation 4,1157
2019-11-08,Maxthon,1002
2019-11-08,Amazon.com,848
2019-11-08,IRS - TRG19-01Loeim,576
2019-11-08,United States Postal Service - TRG19-01Loeim,576
2019-11-08,Carousel,567
2019-11-08,Iron,478
2019-11-08,[FBAN,439
2019-11-08,Papers,425
2019-11-08,MagentaNews,404
2019-11-08,candroid,394
2019-11-08,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,361
2019-11-08,StatusCake_Pagespeed_Indev,299
2019-11-08,Netscape,180
2019-11-08,Sephora 19.8,152
2019-11-08,Nintendo Browser,128
2019-11-08,Bluebeam Revu Browser - cef version: 57.0.0.0,123
2019-11-08,MRCHROME,121
2019-11-08,fuelbot,111
2019-11-08,UCWEB,106
2019-11-08,Google-Test2,103
2019-11-08,"""Mozilla",101
2019-11-08,ZhihuHybrid DefaultBrowser osee2unifiedRelease,99
2019-11-08,ulta-app-ios,99
2019-11-08,Playstation 3,86
2019-11-08,AdobeAIR,72
2019-11-08,snapchat.com,65
2019-11-08,Seznam,62
2019-11-08,com.seekingalpha.webwrapper,60
2019-11-08,osee2unifiedRelease,57
2019-11-08,(not set),52
2019-11-08,Uzbl,52
2019-11-08,LeapPadUltimate,49
2019-11-08,pa11y,46
2019-11-08,iPhone,42
2019-11-08,Playstation Vita Browser,40
2019-11-08,Nokia Browser,39
2019-11-08,Mozilla\,35
2019-11-08,IE with Chrome Frame,32
2019-11-08,com.airfind.deltabrowser,32
2019-11-08,NetFront,31
2019-11-08,LeapPad3Explorer,30
2019-11-08,Mobile IOS 9.0.1.1; Mozilla,30
2019-11-08,LiveSlides,27
2019-11-08,+Simple Browser,25
2019-11-08,Emb,24
2019-11-08,DDG-Android-3.1.0,23
2019-11-08,DoximityWebView,22
2019-11-08,Lunascape,22
2019-11-08,Nintendo 3DS Browser,22
2019-11-08,Android Runtime,20
2019-11-08,LeapPadPlatinum,20
2019-11-08,YE,19
2019-11-08,ulta-app-android,19
2019-11-08,unknown BingWeb,18
2019-11-08,Airbnb,17
2019-11-08,MUDV4,17
2019-11-08,Sephora 19.7.1,15
2019-11-08,DingTalkBot-LinkService,14
2019-11-08,Sephora 19.7,14
2019-11-08,NE3,13
2019-11-08,Outlook-iOS,13
2019-11-08,Windows NT 6.1,12
2019-11-08,[object Promise] delve.ai website analyse,11
2019-11-09,Chrome,12474166
2019-11-09,Safari,9185934
2019-11-09,Edge,1033241
2019-11-09,Firefox,944573
2019-11-09,Samsung Internet,788102
2019-11-09,Internet Explorer,730889
2019-11-09,Safari (in-app),335859
2019-11-09,Android Webview,280871
2019-11-09,Opera,102340
2019-11-09,Amazon Silk,75252
2019-11-09,Opera Mini,51182
2019-11-09,UC Browser,36479
2019-11-09,Mercari_d,16055
2019-11-09,YaBrowser,9089
2019-11-09,Mozilla Compatible Agent,8275
2019-11-09,Android Browser,7669
2019-11-09,Coc Coc,4594
2019-11-09,ThousandEyes,2012
2019-11-09,Puffin,1897
2019-11-09,Mozilla,1333
2019-11-09,Playstation 4,1307
2019-11-09,BlackBerry,1204
2019-11-09,SeaMonkey,1146
2019-11-09,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1135
2019-11-09,BestBuy,1000
2019-11-09,Amazon.com,865
2019-11-09,Maxthon,789
2019-11-09,IRS - TRG19-01Loeim,576
2019-11-09,United States Postal Service - TRG19-01Loeim,574
2019-11-09,Carousel,556
2019-11-09,MagentaNews,364
2019-11-09,[FBAN,306
2019-11-09,StatusCake_Pagespeed_Indev,303
2019-11-09,candroid,239
2019-11-09,Papers,194
2019-11-09,Netscape,192
2019-11-09,ZhihuHybrid DefaultBrowser osee2unifiedRelease,182
2019-11-09,Sephora 19.8,169
2019-11-09,Nintendo Browser,159
2019-11-09,Iron,141
2019-11-09,CyberCycloneBot,120
2019-11-09,UCWEB,93
2019-11-09,MRCHROME,91
2019-11-09,Google-Test2,88
2019-11-09,osee2unifiedRelease,87
2019-11-09,Playstation 3,80
2019-11-09,LeapPadUltimate,74
2019-11-09,ulta-app-ios,74
2019-11-09,AdobeAIR,56
2019-11-09,Playstation Vita Browser,54
2019-11-09,snapchat.com,54
2019-11-09,LeapPad3Explorer,53
2019-11-09,fuelbot,47
2019-11-09,Seznam,43
2019-11-09,Uzbl,43
2019-11-09,"""Mozilla",39
2019-11-09,iPhone,36
2019-11-09,com.airfind.deltabrowser,34
2019-11-09,LeapPadPlatinum,32
2019-11-09,NetFront,32
2019-11-09,DoximityWebView,31
2019-11-09,(not set),30
2019-11-09,NE3,28
2019-11-09,Nokia Browser,28
2019-11-09,Bluebeam Revu Browser - cef version: 57.0.0.0,27
2019-11-09,unknown BingWeb,26
2019-11-09,pa11y,24
2019-11-09,Mobile IOS 9.0.1.1; Mozilla,23
2019-11-09,Airbnb,22
2019-11-09,Nintendo 3DS Browser,20
2019-11-09,MUDV4,17
2019-11-09,com.seekingalpha.webwrapper,17
2019-11-09,Windows NT 6.1,16
2019-11-09,ulta-app-android,15
2019-11-09,DDG-Android-3.1.0,14
2019-11-09,Emb,14
2019-11-09,+Simple Browser,13
2019-11-09,C:,13
2019-11-09,LiveSlides,13
2019-11-09,Sephora 19.7,13
2019-11-09,iMozilla,13
2019-11-09,Android Runtime,12
2019-11-09,Lunascape,11
2019-11-09,YE,11
2019-11-10,Chrome,13172906
2019-11-10,Safari,8715821
2019-11-10,Edge,1107347
2019-11-10,Firefox,988606
2019-11-10,Internet Explorer,713134
2019-11-10,Samsung Internet,687883
2019-11-10,Safari (in-app),313868
2019-11-10,Android Webview,274051
2019-11-10,Opera,108746
2019-11-10,Amazon Silk,73417
2019-11-10,Opera Mini,56642
2019-11-10,UC Browser,38734
2019-11-10,YaBrowser,10592
2019-11-10,Mozilla Compatible Agent,9261
2019-11-10,Mercari_d,8989
2019-11-10,Android Browser,7653
2019-11-10,Coc Coc,5332
2019-11-10,Puffin,1841
2019-11-10,Playstation 4,1291
2019-11-10,BlackBerry,1224
2019-11-10,ThousandEyes,1142
2019-11-10,Amazon.com,1121
2019-11-10,SeaMonkey,1101
2019-11-10,Mozilla,1099
2019-11-10,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1038
2019-11-10,Maxthon,834
2019-11-10,IRS - TRG19-01Loeim,575
2019-11-10,United States Postal Service - TRG19-01Loeim,575
2019-11-10,Carousel,533
2019-11-10,candroid,379
2019-11-10,MagentaNews,324
2019-11-10,ZhihuHybrid DefaultBrowser osee2unifiedRelease,290
2019-11-10,StatusCake_Pagespeed_Indev,267
2019-11-10,Papers,251
2019-11-10,BestBuy,248
2019-11-10,[FBAN,244
2019-11-10,CyberCycloneBot,210
2019-11-10,Netscape,176
2019-11-10,osee2unifiedRelease,165
2019-11-10,Nintendo Browser,159
2019-11-10,MRCHROME,134
2019-11-10,Iron,123
2019-11-10,Playstation 3,104
2019-11-10,LeapPadUltimate,91
2019-11-10,fuelbot,78
2019-11-10,Sephora 19.8,77
2019-11-10,UCWEB,75
2019-11-10,"""Mozilla",64
2019-11-10,AdobeAIR,63
2019-11-10,Playstation Vita Browser,61
2019-11-10,Google-Test2,54
2019-11-10,Seznam,52
2019-11-10,Nokia Browser,51
2019-11-10,Uzbl,44
2019-11-10,DoximityWebView,43
2019-11-10,iPhone,41
2019-11-10,LeapPad3Explorer,37
2019-11-10,com.airfind.deltabrowser,36
2019-11-10,NetFront,31
2019-11-10,snapchat.com,31
2019-11-10,LeapPadPlatinum,26
2019-11-10,Nintendo 3DS Browser,24
2019-11-10,pa11y,24
2019-11-10,Emb,23
2019-11-10,unknown BingWeb,23
2019-11-10,YE,22
2019-11-10,ulta-app-ios,21
2019-11-10,Bluebeam Revu Browser - cef version: 57.0.0.0,20
2019-11-10,MUDV4,20
2019-11-10,LiveSlides,19
2019-11-10,bitdiscovery,19
2019-11-10,Lunascape,18
2019-11-10,(not set),17
2019-11-10,+Simple Browser,17
2019-11-10,DDG-Android-3.1.0,15
2019-11-10,NE3,15
2019-11-10,WebPageImager,14
2019-11-10,Mobile IOS 9.0.1.1; Mozilla,13
2019-11-10,Mozilla\,13
2019-11-10,Papers2 Thumbnail Helper,12
2019-11-10,IE with Chrome Frame,11
2019-11-10,com.seekingalpha.webwrapper,11
2019-11-11,Chrome,21529430
2019-11-11,Safari,11664628
2019-11-11,Internet Explorer,2233582
2019-11-11,Edge,1860909
2019-11-11,Firefox,1762380
2019-11-11,Samsung Internet,907592
2019-11-11,Safari (in-app),323179
2019-11-11,Android Webview,306894
2019-11-11,Opera,143406
2019-11-11,Amazon Silk,86377
2019-11-11,Opera Mini,69617
2019-11-11,UC Browser,43744
2019-11-11,Mercari_d,14700
2019-11-11,YaBrowser,12102
2019-11-11,Mozilla Compatible Agent,10474
2019-11-11,Android Browser,10215
2019-11-11,Coc Coc,6256
2019-11-11,Puffin,2249
2019-11-11,Amazon.com,1990
2019-11-11,ThousandEyes,1931
2019-11-11,Mozilla,1836
2019-11-11,SeaMonkey,1547
2019-11-11,Playstation 4,1400
2019-11-11,BlackBerry,1398
2019-11-11,Maxthon,1127
2019-11-11,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,947
2019-11-11,BestBuy,584
2019-11-11,United States Postal Service - TRG19-01Loeim,577
2019-11-11,IRS - TRG19-01Loeim,576
2019-11-11,candroid,531
2019-11-11,Carousel,521
2019-11-11,MagentaNews,504
2019-11-11,[FBAN,367
2019-11-11,CyberCycloneBot,336
2019-11-11,Netscape,250
2019-11-11,StatusCake_Pagespeed_Indev,230
2019-11-11,Iron,224
2019-11-11,ZhihuHybrid DefaultBrowser osee2unifiedRelease,210
2019-11-11,Papers,193
2019-11-11,Nintendo Browser,162
2019-11-11,Bluebeam Revu Browser - cef version: 57.0.0.0,153
2019-11-11,MRCHROME,138
2019-11-11,Sephora 19.8,127
2019-11-11,UCWEB,124
2019-11-11,Playstation 3,109
2019-11-11,osee2unifiedRelease,99
2019-11-11,fuelbot,98
2019-11-11,Seznam,82
2019-11-11,"""Mozilla",74
2019-11-11,LeapPadUltimate,71
2019-11-11,AdobeAIR,66
2019-11-11,snapchat.com,60
2019-11-11,com.airfind.deltabrowser,54
2019-11-11,ulta-app-ios,54
2019-11-11,Playstation Vita Browser,52
2019-11-11,Mozilla\,51
2019-11-11,Nokia Browser,47
2019-11-11,Uzbl,47
2019-11-11,(not set),41
2019-11-11,NetFront,40
2019-11-11,unknown BingWeb,40
2019-11-11,Emb,39
2019-11-11,iPhone,39
2019-11-11,DoximityWebView,35
2019-11-11,LiveSlides,35
2019-11-11,Google-Test2,32
2019-11-11,LeapPad3Explorer,32
2019-11-11,IE with Chrome Frame,25
2019-11-11,Mobile IOS 9.0.1.1; Mozilla,24
2019-11-11,pa11y,24
2019-11-11,YE,21
2019-11-11,bitdiscovery,21
2019-11-11,+Simple Browser,19
2019-11-11,Camino,19
2019-11-11,Lunascape,19
2019-11-11,DingTalkBot-LinkService,18
2019-11-11,Instagram 118.0.0.25.121,18
2019-11-11,Nintendo 3DS Browser,18
2019-11-11,Outlook-iOS,17
2019-11-11,Android Runtime,16
2019-11-11,ulta-app-android,16
2019-11-11,MUDV4,15
2019-11-11,com.seekingalpha.webwrapper,15
2019-11-11,LG-B470,14
2019-11-11,Airbnb,13
2019-11-11,C:,13
2019-11-11,LeapPadPlatinum,13
2019-11-11,[object Promise] delve.ai website analyse,13
2019-11-11,DDG-Android-3.1.0,12
2019-11-11,WebPageImager,12
2019-11-11,Windows NT 6.1,12
2019-11-12,Chrome,25239740
2019-11-12,Safari,13816406
2019-11-12,Internet Explorer,3749483
2019-11-12,Edge,2277277
2019-11-12,Firefox,2060716
2019-11-12,Samsung Internet,1119369
2019-11-12,Safari (in-app),391761
2019-11-12,Android Webview,340187
2019-11-12,Opera,151212
2019-11-12,Amazon Silk,94521
2019-11-12,Opera Mini,69202
2019-11-12,UC Browser,44651
2019-11-12,Mercari_d,27970
2019-11-12,YaBrowser,12038
2019-11-12,Mozilla Compatible Agent,11738
2019-11-12,Android Browser,9132
2019-11-12,Coc Coc,6114
2019-11-12,Papers,2805
2019-11-12,Amazon.com,2504
2019-11-12,Puffin,2445
2019-11-12,ThousandEyes,2016
2019-11-12,Mozilla,1811
2019-11-12,SeaMonkey,1800
2019-11-12,BlackBerry,1441
2019-11-12,Playstation 4,1366
2019-11-12,Maxthon,1109
2019-11-12,BestBuy,879
2019-11-12,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,708
2019-11-12,IRS - TRG19-01Loeim,576
2019-11-12,United States Postal Service - TRG19-01Loeim,576
2019-11-12,candroid,566
2019-11-12,Carousel,562
2019-11-12,MagentaNews,508
2019-11-12,Iron,463
2019-11-12,[FBAN,400
2019-11-12,Sephora 19.8,286
2019-11-12,StatusCake_Pagespeed_Indev,224
2019-11-12,CyberCycloneBot,204
2019-11-12,snapchat.com,194
2019-11-12,ZhihuHybrid DefaultBrowser osee2unifiedRelease,185
2019-11-12,Bluebeam Revu Browser - cef version: 57.0.0.0,168
2019-11-12,Nintendo Browser,160
2019-11-12,ulta-app-ios,144
2019-11-12,UCWEB,140
2019-11-12,Netscape,132
2019-11-12,Playstation 3,126
2019-11-12,Papers2 Thumbnail Helper,118
2019-11-12,"""Mozilla",112
2019-11-12,MRCHROME,110
2019-11-12,osee2unifiedRelease,104
2019-11-12,Google-Test2,90
2019-11-12,Playstation Vita Browser,89
2019-11-12,Seznam,73
2019-11-12,AdobeAIR,72
2019-11-12,fuelbot,67
2019-11-12,Emb,57
2019-11-12,LeapPadUltimate,57
2019-11-12,Nokia Browser,50
2019-11-12,com.seekingalpha.webwrapper,48
2019-11-12,Uzbl,46
2019-11-12,ulta-app-android,45
2019-11-12,com.airfind.deltabrowser,40
2019-11-12,(not set),39
2019-11-12,LiveSlides,38
2019-11-12,iPhone,36
2019-11-12,DoximityWebView,35
2019-11-12,IE with Chrome Frame,33
2019-11-12,unknown BingWeb,33
2019-11-12,LeapPad3Explorer,30
2019-11-12,Mozilla\,28
2019-11-12,NetFront,28
2019-11-12,DingTalkBot-LinkService,26
2019-11-12,Mobile IOS 9.0.1.1; Mozilla,26
2019-11-12,bitdiscovery,23
2019-11-12,pa11y,23
2019-11-12,+Simple Browser,22
2019-11-12,Windows NT 6.1,22
2019-11-12,Android Runtime,21
2019-11-12,MUDV4,20
2019-11-12,Instagram 118.0.0.25.121,19
2019-11-12,LeapPadPlatinum,19
2019-11-12,Outlook-iOS,18
2019-11-12,[object Promise] delve.ai website analyse,18
2019-11-12,DDG-Android-3.1.0,17
2019-11-12,YE,17
2019-11-12,Sephora 19.7.1,16
2019-11-12,Lunascape,14
2019-11-12,Airbnb,13
2019-11-12,Nintendo 3DS Browser,13
2019-11-12,Sephora 19.7,13
2019-11-12,C:,11
2019-11-12,Opendi Screenshot Bot bot@opendi.com,11
2019-11-13,Chrome,24343412
2019-11-13,Safari,12924968
2019-11-13,Internet Explorer,3610768
2019-11-13,Edge,2162391
2019-11-13,Firefox,1950644
2019-11-13,Samsung Internet,1052398
2019-11-13,Safari (in-app),366612
2019-11-13,Android Webview,322862
2019-11-13,Opera,148646
2019-11-13,Amazon Silk,86253
2019-11-13,Opera Mini,68007
2019-11-13,UC Browser,46147
2019-11-13,Mercari_d,21283
2019-11-13,YaBrowser,12337
2019-11-13,Mozilla Compatible Agent,11339
2019-11-13,Android Browser,10469
2019-11-13,Coc Coc,6345
2019-11-13,Mozilla,3490
2019-11-13,Puffin,2225
2019-11-13,ThousandEyes,2015
2019-11-13,Amazon.com,1637
2019-11-13,SeaMonkey,1609
2019-11-13,BlackBerry,1326
2019-11-13,Playstation 4,1253
2019-11-13,Maxthon,1090
2019-11-13,Papers,772
2019-11-13,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,752
2019-11-13,BestBuy,663
2019-11-13,IRS - TRG19-01Loeim,576
2019-11-13,United States Postal Service - TRG19-01Loeim,576
2019-11-13,Carousel,564
2019-11-13,candroid,545
2019-11-13,MagentaNews,485
2019-11-13,Iron,464
2019-11-13,[FBAN,364
2019-11-13,(not set),325
2019-11-13,Papers2 Thumbnail Helper,245
2019-11-13,StatusCake_Pagespeed_Indev,208
2019-11-13,Netscape,186
2019-11-13,ulta-app-ios,183
2019-11-13,Sephora 19.8,152
2019-11-13,Bluebeam Revu Browser - cef version: 57.0.0.0,149
2019-11-13,Nintendo Browser,147
2019-11-13,UCWEB,140
2019-11-13,MRCHROME,120
2019-11-13,ZhihuHybrid DefaultBrowser osee2unifiedRelease,117
2019-11-13,Google-Test2,94
2019-11-13,Playstation 3,92
2019-11-13,Seznam,90
