id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date
974917,475,475,Farming,Agriculture,"to purchase a high-yielding variety of seeds, organic fertilizers, and other farm equipment.",IN,India,"Tangi, Odisha",INR,241,2015-11-07 05:28:35+00:00,2015-10-20 07:00:00+00:00,2015-11-22 03:16:22+00:00,43,18,"#Parent, #Vegan, user_favorite",male,bullet,7/11/15
974964,550,550,Embroidery,Arts,"to purchase raw materials for her business like beads, threads, glitter, colorful ribbons, buttons and colored fabrics in bulk.",IN,India,"Semliguda, Odisha",INR,241,2015-11-07 09:37:24+00:00,2015-10-28 07:00:00+00:00,2015-11-22 16:42:52+00:00,43,20,"#Fabrics, #Parent, #Woman Owned Biz","female, female, female",bullet,7/11/15
974935,550,550,Crafts,Arts,"to buy raw materials in bulk quantities, as well as tools like foot-held apparatus, knives, scissors, scales, and needles.",IN,India,"Semliguda, Odisha",INR,241,2015-11-07 07:07:51+00:00,2015-10-27 07:00:00+00:00,2015-11-19 16:41:10+00:00,43,22,"#Parent, #Woman Owned Biz","female, female, female",bullet,7/11/15
974918,375,375,Tailoring,Services,to buy a new sewing machine and necessary sewing materials so that she can fulfill the increasing customer demand.,IN,India,"Semliguda, Odisha",INR,241,2015-11-07 05:50:24+00:00,2015-10-27 07:00:00+00:00,2015-11-21 21:07:20+00:00,43,13,"#Biz Durable Asset, #Fabrics, #Parent, #Woman Owned Biz","female, female",bullet,7/11/15
974914,400,400,Grocery Store,Food,to purchase more items at wholesale to stock up in her store in order to meet the rising demand of her customers with her supply.,IN,India,"Jeypore, Odisha",INR,241,2015-11-07 04:46:53+00:00,2015-10-31 07:00:00+00:00,2015-11-17 23:03:16+00:00,43,15,"#Parent, #Single Parent, #Woman Owned Biz, #Widowed, user_favorite",female,bullet,7/11/15
974933,550,550,Tailoring,Services,to buy a sewing machine with a stand and motor and other tailoring materials to increase the productivity of her new venture.,IN,India,"Semliguda, Odisha",INR,241,2015-11-07 06:58:56+00:00,2015-10-27 07:00:00+00:00,2015-11-25 02:57:34+00:00,43,21,"#Biz Durable Asset, #Parent, #Single Parent, #Woman Owned Biz","female, female, female",bullet,7/11/15
974919,550,550,Weaving,Arts,"to buy different colours, starch, and cotton threads, thereby increasing her stock.",IN,India,"Semliguda, Odisha",INR,241,2015-11-07 06:02:20+00:00,2015-10-27 07:00:00+00:00,2015-11-22 05:59:18+00:00,43,18,"#Fabrics, #Parent, #Supporting Family, #Woman Owned Biz","female, female, female",bullet,7/11/15
974969,550,550,Manufacturing,Manufacturing,to purchase a larger consignment of raw materials along with other tools.,IN,India,"Semliguda, Odisha",INR,241,2015-11-07 10:11:27+00:00,2015-10-28 07:00:00+00:00,2015-11-20 14:34:22+00:00,43,21,"#Woman Owned Biz, #Unique","female, female, female",bullet,7/11/15
974921,550,550,Embroidery,Arts,to buy the required tools and materials for her embroidery such as different needles and threads as well as blocks for printing.,IN,India,"Semliguda, Odisha",INR,241,2015-11-07 06:14:43+00:00,2015-10-27 07:00:00+00:00,2015-11-22 04:59:26+00:00,43,22,"#Widowed, #Woman Owned Biz, user_favorite","female, female, female",bullet,7/11/15
974924,550,550,Farming,Agriculture,"to purchase saplings, fertilizers, weedicide and land preparation",IN,India,"Semliguda, Odisha",INR,241,2015-11-07 06:30:07+00:00,2015-10-27 07:00:00+00:00,2015-11-22 15:50:39+00:00,43,20,"#Vegan, #Woman Owned Biz","female, female, female",bullet,7/11/15
975603,475,475,Dairy,Agriculture,to buy another milking cow,IN,India,"Korba,Chattisgarh",INR,241,2015-11-09 12:17:27+00:00,2015-10-28 07:00:00+00:00,2015-11-12 17:23:41+00:00,43,19,"#Animals, #Biz Durable Asset, #Woman Owned Biz","female, female",bullet,9/11/15
975296,550,550,Manufacturing,Manufacturing,to buy the required raw materials for her business in bulk.,IN,India,"Semliguda, Odisha",INR,241,2015-11-09 05:58:20+00:00,2015-10-29 07:00:00+00:00,2015-11-19 00:09:10+00:00,43,21,"#Parent, #Unique, #Woman Owned Biz","female, female, female",bullet,9/11/15
975539,475,475,Fruits & Vegetables,Food,to collect and procure different varieties of seasonal vegetables and sell to people locally.,IN,India,"Korba,Chattisgarh",INR,241,2015-11-09 10:31:47+00:00,2015-10-28 07:00:00+00:00,2015-11-24 15:01:33+00:00,43,19,"#Parent, #Vegan, #Woman Owned Biz, user_favorite","female, female",bullet,9/11/15
975276,550,550,Higher education costs,Education,to pay the course fees of her daughter's banking course.,IN,India,"Semliguda, Odisha",INR,241,2015-11-09 05:29:11+00:00,2015-10-29 07:00:00+00:00,2015-11-11 02:11:22+00:00,43,20,,"female, female, female",bullet,9/11/15
975354,550,550,Dairy,Agriculture,to purchase one more cow for her dairy business.,IN,India,"Semliguda, Odisha",INR,241,2015-11-09 06:49:59+00:00,2015-10-29 07:00:00+00:00,2015-11-18 05:12:00+00:00,43,12,"#Animals, #Biz Durable Asset, #Woman Owned Biz, #Parent","female, female, female",bullet,9/11/15
975552,475,475,Fruits & Vegetables,Food,to purchase more stocks of vegetables in bulk,IN,India,"Korba,Chattisgarh",INR,241,2015-11-09 11:10:55+00:00,2015-10-28 07:00:00+00:00,2015-11-17 09:47:07+00:00,43,18,"#Widowed, #Single Parent, #Vegan, #Woman Owned Biz, user_favorite","female, female",bullet,9/11/15
975338,550,550,Tailoring,Services,"to buy a new sewing machine, thread, needles, etc. required for tailoring.",IN,India,"Semliguda, Odisha",INR,241,2015-11-09 06:32:15+00:00,2015-10-29 07:00:00+00:00,2015-11-24 00:21:26+00:00,43,14,"#Fabrics, #Biz Durable Asset, #Woman Owned Biz","female, female, female",bullet,9/11/15
975544,475,475,Farming,Agriculture,"to pay for quality saplings, fertilizers, and tools. It will also allow her to expand her cultivation from solely tomatoes and allow crops to be harvested in every alternate month.",IN,India,"Korba,Chattisgarh",INR,241,2015-11-09 10:55:54+00:00,2015-10-28 07:00:00+00:00,2015-11-10 01:08:18+00:00,43,1,,"female, female",bullet,9/11/15
975281,550,550,Farming,Agriculture,"to buy a hand spraying machine, better quality seeds and fertilizers and pay off the water rent.",IN,India,"Semliguda, Odisha",INR,241,2015-11-09 05:43:11+00:00,2015-10-29 07:00:00+00:00,2015-11-27 18:24:05+00:00,43,20,"#Single, #Fabrics, #Vegan, #Woman Owned Biz","female, female, female",bullet,9/11/15
975262,550,550,Weaving,Arts,to repair her weaving machine for smooth running of her business and buy additional stock of colorful threads and fabrics.,IN,India,"Semliguda, Odisha",INR,241,2015-11-09 04:42:29+00:00,2015-10-28 07:00:00+00:00,2015-11-19 02:06:16+00:00,43,21,"#Fabrics, #Widowed, #Woman Owned Biz, #Parent, #Single Parent, user_favorite, user_favorite","female, female, female",bullet,9/11/15
975319,550,550,Weaving,Arts,to procure raw materials for her trade.,IN,India,"Semliguda, Odisha",INR,241,2015-11-09 06:15:42+00:00,2015-10-29 07:00:00+00:00,2015-11-22 13:40:42+00:00,43,21,"#Single Parent, #Fabrics, #Woman Owned Biz, #Inspiring Story","female, female, female",bullet,9/11/15
975533,475,475,Tailoring,Services,"to invest in buying quality thread, tailoring equipment, and, if possible, hire an extra pair of hands to deal with the huge rush of orders she received.",IN,India,"Korba,Chattisgarh",INR,241,2015-11-09 10:20:15+00:00,2015-10-28 07:00:00+00:00,2015-11-10 21:10:25+00:00,43,11,,"female, female",bullet,9/11/15
975375,775,775,Higher education costs,Education,to pay the course fees for getting a degree to be a Certified Professional Accountant (CPA).,IN,India,"Bhanjanagar,Odisha",INR,241,2015-11-09 07:13:01+00:00,2015-11-04 08:00:00+00:00,2015-11-22 13:10:53+00:00,43,19,"#Schooling, #Single",male,bullet,9/11/15
975268,550,550,Farming,Agriculture,to meet the costs of purchasing manure for her half-acre banana plot.,IN,India,"Semliguda, Odisha",INR,241,2015-11-09 05:03:27+00:00,2015-10-29 07:00:00+00:00,2015-11-16 14:21:00+00:00,43,19,"#Single, #Sustainable Ag, #Vegan, #Woman Owned Biz","female, female, female",bullet,9/11/15
976045,475,475,Tailoring,Services,to purchase a Pico sewing machine and some other necessary materials.,IN,India,"Korba,Chattisgarh",INR,241,2015-11-10 06:02:12+00:00,2015-10-30 07:00:00+00:00,2015-11-18 01:19:47+00:00,43,18,"#Biz Durable Asset, #Parent, #Health and Sanitation, #Inspiring Story, #Woman Owned Biz","female, female",bullet,10/11/15
976015,475,475,Dairy,Agriculture,to buy one more cow for her business.,IN,India,"Korba,Chattisgarh",INR,241,2015-11-10 05:33:16+00:00,2015-10-30 07:00:00+00:00,2015-11-22 12:39:28+00:00,43,18,"#Animals, #Biz Durable Asset, #Widowed, #Parent, #Woman Owned Biz, user_favorite","female, female",bullet,10/11/15
975989,1075,1075,Grocery Store,Food,"to purchase rice, whole tea, sugar, oil, nuts, biscuits, detergent, shampoo and soap.",IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 04:53:51+00:00,2015-11-27 08:00:00+00:00,2015-12-09 16:42:49+00:00,43,38,"#Parent, #Repeat Borrower, #Woman Owned Biz","female, female, female, female, female",bullet,10/11/15
976012,2650,2650,Fruits & Vegetables,Food,"to purchase brinjal, tomatoes, green chili, zinger, garlic, curly flower, cabbages, carrots, cucumbers, potatoes and onions.",IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 05:31:16+00:00,2015-11-26 08:00:00+00:00,2015-12-03 17:38:28+00:00,43,72,"#Fabrics, #Parent, #Vegan, user_favorite","female, female, female, female, female, female",bullet,10/11/15
976019,2175,2175,Manufacturing,Manufacturing,to purchase a huge quantity of leaves.,IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 05:39:25+00:00,2015-11-26 08:00:00+00:00,2015-11-22 14:55:41+00:00,43,68,"#Parent, #Repeat Borrower, #Woman Owned Biz, user_favorite","female, female, female, female, female, female",bullet,10/11/15
975988,850,850,Cafe,Food,"to purchase a huge quantity of leaves for making leaf plates and some utensils, sugar and tea.",IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 04:48:13+00:00,2015-11-27 08:00:00+00:00,2015-11-28 22:02:45+00:00,43,18,"#Parent, #Repeat Borrower, #Woman Owned Biz","female, female, female, female",bullet,10/11/15
976002,475,475,Farming,Agriculture,"to buy good-quality fertilizers and pesticides, etc. to increase the quantity and quality of their yield.",IN,India,"Korba,Chattisgarh",INR,241,2015-11-10 05:20:27+00:00,2015-10-30 07:00:00+00:00,2015-11-25 14:18:22+00:00,43,15,"#Parent, #Woman Owned Biz, #Vegan, #Schooling","female, female",bullet,10/11/15
976030,3450,3450,Jewelry,Retail,to purchase silver ornaments.,IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 05:48:59+00:00,2015-12-01 08:00:00+00:00,2015-12-10 10:47:54+00:00,43,123,#Parent,"female, female, female, female, female, female",bullet,10/11/15
975999,1525,1525,Tailoring,Services,"to purchase a big quantity of leaves and a Pico machine, cloths and threads.",IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 05:12:04+00:00,2015-11-27 08:00:00+00:00,2015-12-08 21:27:23+00:00,43,59,"#Fabrics, #Parent, #Repeat Borrower, #Biz Durable Asset, user_favorite","female, female, female, female, female",bullet,10/11/15
976004,2550,2550,Fruits & Vegetables,Food,"to purchase stock of brinjal, tomatoes, green chilies, ginger, garlic, cauliflower, cabbage, carrots, and cucumbers, as well as bananas, apples, oranges, pineapples, etc.",IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 05:22:06+00:00,2015-11-26 08:00:00+00:00,2015-12-09 18:03:25+00:00,43,89,"#Fabrics, #Parent, #Repeat Borrower, #Woman Owned Biz, #Vegan","female, female, female, female, female, female",bullet,10/11/15
975995,475,475,Tailoring,Services,to buy materials in bulk and give her customers a wider choice.,IN,India,"Korba,Chattisgarh",INR,241,2015-11-10 05:05:32+00:00,2015-10-28 07:00:00+00:00,2015-11-28 22:02:32+00:00,43,13,"#Fabrics, #Woman Owned Biz, user_favorite","female, female",bullet,10/11/15
976025,475,475,Dairy,Agriculture,to buy an additional cow to scale up her income and business.,IN,India,"Korba,Chattisgarh",INR,241,2015-11-10 05:44:48+00:00,2015-10-30 07:00:00+00:00,2015-11-23 15:27:34+00:00,43,17,"#Animals, #Biz Durable Asset, #Parent, #Health and Sanitation, #Woman Owned Biz","female, female",bullet,10/11/15
975994,1825,1825,Manufacturing,Manufacturing,to buy a huge quantity of leaves to make leaf plates.,IN,India,"Muniguda,Rayagada,Odisha",INR,242,2015-11-10 05:04:53+00:00,2015-11-27 08:00:00+00:00,2015-11-22 18:58:04+00:00,43,52,"#Fabrics, #Parent, #Repeat Borrower, #Woman Owned Biz","female, female, female, female, female",bullet,10/11/15
976068,475,475,Tailoring,Services,to buy one more sewing machine and hire an employee to extend her work,IN,India,"Korba,Chattisgarh",INR,241,2015-11-10 06:20:10+00:00,2015-10-30 07:00:00+00:00,2015-11-11 16:53:10+00:00,43,14,,"female, female",bullet,10/11/15
978146,700,700,Personal Housing Expenses,Housing,to build a hygienic toilet and install a toilet pan in it,IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 07:44:13+00:00,2015-11-06 08:00:00+00:00,2015-11-22 15:34:17+00:00,43,19,"user_favorite, #Health and Sanitation, #Eco-friendly, #Parent","female, female, female",bullet,13/11/15
978090,1275,1275,Tailoring,Services,to purchase another sewing machine and a Pico machine.,IN,India,"Rayagada, Odisha",INR,242,2015-11-13 06:08:38+00:00,2015-11-27 08:00:00+00:00,2015-12-06 14:29:57+00:00,43,48,"#Biz Durable Asset, #Job Creator, #Parent, #Woman Owned Biz, #Repeat Borrower, user_favorite","female, female, female, female, female, female",bullet,13/11/15
978126,475,475,Poultry,Agriculture,"to invest in more than five dozen chickens and also provide for their fodder, transportation, and necessary medication.",IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 07:09:51+00:00,2015-11-06 08:00:00+00:00,2015-11-17 16:04:50+00:00,43,19,,"female, female",bullet,13/11/15
978072,1275,1275,Dairy,Agriculture,to purchase another two cows.,IN,India,"Rayagada, Odisha",INR,242,2015-11-13 05:51:22+00:00,2015-11-27 08:00:00+00:00,2015-12-04 18:27:30+00:00,43,40,"#Animals, #Biz Durable Asset, #Repeat Borrower, #Woman Owned Biz","female, female, female, female, female, female",bullet,13/11/15
978282,925,925,Higher education costs,Education,to pay his banking course fees,IN,India,"Bhadrak, Odisha",INR,241,2015-11-13 11:46:49+00:00,2015-11-02 08:00:00+00:00,2015-11-21 21:45:19+00:00,43,23,"#Schooling, #Single",male,bullet,13/11/15
978070,1075,1075,Dairy,Agriculture,to purchase another two cows.,IN,India,"Rayagada, Odisha",INR,242,2015-11-13 05:43:13+00:00,2015-11-27 08:00:00+00:00,2015-11-30 16:49:04+00:00,43,28,"#Animals, #Biz Durable Asset, #Parent, #Woman Owned Biz, #Repeat Borrower","female, female, female, female, female",bullet,13/11/15
978136,475,475,Crafts,Arts,"to purchase raw materials, frames and various types of support equipment that will facilitate her work making pottery and sculptures.",IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 07:19:11+00:00,2015-11-06 08:00:00+00:00,2015-11-19 03:00:53+00:00,43,15,"volunteer_like, user_favorite, #Inspiring Story, #Unique","female, female",bullet,13/11/15
978139,700,700,Personal Housing Expenses,Housing,to build a hygienic toilet and connect it to water pipes,IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 07:27:37+00:00,2015-11-06 08:00:00+00:00,2015-11-25 20:00:11+00:00,43,26,"user_favorite, #Health and Sanitation, #Eco-friendly","female, female, female",bullet,13/11/15
978142,700,700,Personal Housing Expenses,Housing,to build a clean and hygienic toilet and install a commode in it.,IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 07:36:24+00:00,2015-11-06 08:00:00+00:00,2015-11-22 16:44:43+00:00,43,20,"user_favorite, #Eco-friendly, #Health and Sanitation, #Parent","female, female, female",bullet,13/11/15
978081,1275,1275,Tailoring,Services,to purchase another sewing machine and a Pico machine.,IN,India,"Rayagada, Odisha",INR,242,2015-11-13 05:59:47+00:00,2015-11-27 08:00:00+00:00,2015-11-28 22:02:32+00:00,43,31,"#First Loan, #Biz Durable Asset, #Job Creator, #Woman Owned Biz, user_favorite","female, female, female, female, female, female",bullet,13/11/15
978311,850,850,Higher education costs,Education,to pay the course fees for getting a degree to be an engineer,IN,India,"Head Office, Bhubaneswar, Odisha",INR,241,2015-11-13 12:29:02+00:00,2015-11-12 08:00:00+00:00,2015-11-21 11:49:29+00:00,43,22,"#Schooling, #Single",male,bullet,13/11/15
978105,700,700,Personal Housing Expenses,Housing,to purchase a water pump and a commode,IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 06:37:47+00:00,2015-11-06 08:00:00+00:00,2015-11-24 13:15:36+00:00,43,21,"user_favorite, #Eco-friendly, #Health and Sanitation","female, female, female",bullet,13/11/15
978119,700,700,Personal Housing Expenses,Housing,to construct a hygienic toilet in her home.,IN,India,"Manmad,Maharashtra",INR,241,2015-11-13 06:59:42+00:00,2015-11-06 08:00:00+00:00,2015-11-21 22:02:46+00:00,43,28,"user_favorite, #Health and Sanitation, #Eco-friendly, user_favorite","female, female, female",bullet,13/11/15
978092,1075,1075,Grocery Store,Food,"to purchase rice, wheat, sugar, oil, tea, soap, detergent, shampoo, biscuits, snacks, potato, onion, salt, etc.",IN,India,"Rayagada, Odisha",INR,242,2015-11-13 06:14:23+00:00,2015-11-27 08:00:00+00:00,2015-12-03 14:33:07+00:00,43,35,,"female, female, female, female, female",bullet,13/11/15
978677,250,250,Farming,Agriculture,"to prepare the land, buy quality fertilizers, pay off the labour and buy a disease-resistant variety of seeds for her next year's yield.",IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 11:09:58+00:00,2015-11-03 08:00:00+00:00,2015-11-17 18:11:50+00:00,43,6,,female,bullet,14/11/15
978675,475,475,Home Appliances,Personal Use,to purchase a water purifier,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 10:29:55+00:00,2015-11-03 08:00:00+00:00,2015-11-18 15:41:14+00:00,43,18,,"female, female",bullet,14/11/15
978673,475,475,Home Appliances,Personal Use,to purchase a water purifier,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 10:07:37+00:00,2015-11-03 08:00:00+00:00,2015-11-18 20:35:46+00:00,43,16,"#Health and Sanitation, #Eco-friendly","female, female",bullet,14/11/15
978647,475,475,Livestock,Agriculture,to add more numbers of livestock to the business and grow her earnings,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 06:46:11+00:00,2015-11-03 08:00:00+00:00,2015-11-21 14:56:37+00:00,43,17,"#Animals, #Parent, #Single Parent, #Woman Owned Biz, #Widowed","female, female",bullet,14/11/15
978676,475,475,Home Appliances,Personal Use,to purchase a water purifier and some water pipes in order to facilitate smooth water supply,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 10:52:57+00:00,2015-11-03 08:00:00+00:00,2015-11-18 06:53:21+00:00,43,10,,"female, female",bullet,14/11/15
978679,250,250,Personal Housing Expenses,Housing,to install a hand pump and build a toilet in her house,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 11:23:10+00:00,2015-11-03 08:00:00+00:00,2015-11-17 17:53:07+00:00,43,7,,female,bullet,14/11/15
978672,475,475,Flowers,Agriculture,to purchase more seeds of different flowers and fruit seeds and seedlings.,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 09:39:22+00:00,2015-11-03 08:00:00+00:00,2015-11-21 18:54:17+00:00,43,19,"#Parent, #Widowed, #Vegan, #Trees","female, female",bullet,14/11/15
978655,475,475,Crafts,Arts,to repair her candle making machine and purchase wax and other raw materials in bulk,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 07:26:08+00:00,2015-11-03 08:00:00+00:00,2015-11-18 10:32:19+00:00,43,15,user_favorite,"female, female",bullet,14/11/15
978645,475,475,Dairy,Agriculture,to purchase one more buffalo and sell more milk.,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 06:05:24+00:00,2015-11-03 08:00:00+00:00,2015-11-18 14:00:47+00:00,43,16,,"female, female",bullet,14/11/15
978658,475,475,Embroidery,Arts,"to buy reels of threads in different colors and packs of beads, stones, ribbons, fabrics etc",IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 07:37:10+00:00,2015-11-03 08:00:00+00:00,2015-11-21 18:33:47+00:00,43,18,"#Fabrics, #Single Parent, #Parent, #Woman Owned Biz","female, female",bullet,14/11/15
978644,475,475,Tailoring,Services,"to pay for a sewing machine, a motor, and its stand, along with a few materials and fabric.",IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 05:52:05+00:00,2015-11-03 08:00:00+00:00,2015-11-19 05:33:47+00:00,43,17,"#Fabrics, #Biz Durable Asset, #Parent, #Woman Owned Biz","female, female",bullet,14/11/15
978665,475,475,Farming,Agriculture,"to purchase fertilizer, seeds and pesticides for their maize cultivation",IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 07:59:01+00:00,2015-11-03 08:00:00+00:00,2015-11-28 22:02:32+00:00,43,9,"#Parent, #Vegan","female, female",bullet,14/11/15
978674,475,475,Home Appliances,Personal Use,to purchase a water filter with purifier.,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 10:17:10+00:00,2015-11-03 08:00:00+00:00,2015-11-18 14:37:24+00:00,43,18,"#Health and Sanitation, #Parent, #Eco-friendly","female, female",bullet,14/11/15
978652,700,700,Personal Housing Expenses,Housing,to build a well-equipped toilet and attach all the requisite sanitary fittings to it.,IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 07:13:16+00:00,2015-11-03 08:00:00+00:00,2015-11-19 19:17:53+00:00,43,24,"user_favorite, user_favorite","female, female, female",bullet,14/11/15
978649,475,475,Farming,Agriculture,"to invest in a high yielding variety of seeds, fertilisers, and pesticides.",IN,India,"Aanandpur,Odisha",INR,241,2015-11-14 07:04:51+00:00,2015-11-03 08:00:00+00:00,2015-11-28 22:02:32+00:00,43,6,"#Vegan, user_favorite","female, female",bullet,14/11/15
979133,475,475,Crafts,Arts,"to purchase glue, sticks, raw materials for covering the sticks, fragrance, and wrapping bags",IN,India,"Korba,Chattisgarh",INR,241,2015-11-16 07:21:40+00:00,2015-11-06 08:00:00+00:00,2015-11-19 21:11:47+00:00,43,19,"#Single Parent, #Schooling, user_favorite","female, female",bullet,16/11/15
979079,700,700,Personal Housing Expenses,Housing,"to install a latrine pan and a hand pump, and build a toilet in her house.",IN,India,"Korba,Chattisgarh",INR,241,2015-11-16 05:42:03+00:00,2015-11-06 08:00:00+00:00,2015-11-21 23:08:44+00:00,43,28,"user_favorite, user_favorite, #Health and Sanitation","female, female, female",bullet,16/11/15
979104,475,475,Tailoring,Services,to buy a new sewing machine,IN,India,"Korba,Chattisgarh",INR,241,2015-11-16 06:27:07+00:00,2015-11-06 08:00:00+00:00,2015-11-21 00:27:00+00:00,43,16,,"female, female",bullet,16/11/15
979145,250,250,Personal Housing Expenses,Housing,to install a toilet in her home,IN,India,"Korba,Chattisgarh",INR,241,2015-11-16 07:32:26+00:00,2015-11-06 08:00:00+00:00,2015-11-19 22:31:22+00:00,43,9,user_favorite,female,bullet,16/11/15
979092,475,475,Embroidery,Arts,"to purchase beads, ribbons, colored fabrics, colored stones and other raw materials in bulk.",IN,India,"Korba,Chattisgarh",INR,241,2015-11-16 06:09:35+00:00,2015-11-06 08:00:00+00:00,2015-11-20 15:33:24+00:00,43,17,,"female, female",bullet,16/11/15
980259,475,475,Crafts,Arts,"to purchase raw materials like scented powder, wooden sticks, and glue in bulk.",IN,India,"Odagaon, Odisha",INR,241,2015-11-17 09:59:44+00:00,2015-11-13 08:00:00+00:00,2015-11-24 03:27:42+00:00,43,17,"#Fabrics, #Parent, #Single Parent, #Woman Owned Biz","female, female",bullet,17/11/15
980292,475,475,Crafts,Arts,"to purchase fabrics, colors, paper, glue, glitters, decorative glass, wax, etc., in bulk.",IN,India,"Odagaon, Odisha",INR,241,2015-11-17 11:02:10+00:00,2015-11-13 08:00:00+00:00,2015-11-24 06:57:59+00:00,43,16,"#Fabrics, #Parent","female, female",bullet,17/11/15
980308,700,700,Personal Housing Expenses,Housing,to build a clean and hygienic toilet and install a commode and shower in it.,IN,India,"Odagaon, Odisha",INR,241,2015-11-17 11:29:37+00:00,2015-11-13 08:00:00+00:00,2015-11-26 23:14:31+00:00,43,25,"user_favorite, #Health and Sanitation, #Parent","female, female, female",bullet,17/11/15
980349,475,475,Livestock,Agriculture,to buy more numbers of livestock for her business expansion so she can earn more income through this venture.,IN,India,"Odagaon, Odisha",INR,241,2015-11-17 12:41:01+00:00,2015-11-13 08:00:00+00:00,2015-11-28 22:02:32+00:00,43,8,"#Animals, #Biz Durable Asset, #Parent","female, female",bullet,17/11/15
980299,475,475,Tailoring,Services,to purchase a sewing machine and fabrics.,IN,India,"Odagaon, Odisha",INR,241,2015-11-17 11:12:13+00:00,2015-11-13 08:00:00+00:00,2015-11-24 14:27:55+00:00,43,13,,"female, female",bullet,17/11/15
980269,475,475,Embroidery,Arts,"to purchase raw materials like colored stones, glitter, ribbons and smooth linen fabric in bulk for her business.",IN,India,"Odagaon, Odisha",INR,241,2015-11-17 10:26:00+00:00,2015-11-13 08:00:00+00:00,2015-11-23 15:24:56+00:00,43,19,"#Fabrics, #Parent, #Woman Owned Biz","female, female",bullet,17/11/15
980261,475,475,Poultry,Agriculture,"to invest in more than eight dozen chickens and also provide for their fodder, transportation and necessary medication.",IN,India,"Odagaon, Odisha",INR,241,2015-11-17 10:10:01+00:00,2015-11-13 08:00:00+00:00,2015-11-24 16:37:49+00:00,43,13,"#Fabrics, #Animals, #Woman Owned Biz","female, female",bullet,17/11/15
980248,475,475,Weaving,Arts,"to repair her weaving machine and to purchase raw materials for her weaving business like colourful threads, ribbons, and needles",IN,India,"Odagaon, Odisha",INR,241,2015-11-17 09:47:40+00:00,2015-11-13 08:00:00+00:00,2015-11-23 01:30:23+00:00,43,16,"#Fabrics, #Parent, #Woman Owned Biz","female, female",bullet,17/11/15
980239,475,475,Crafts,Arts,"to repair her candle-making machine, which is not working smoothly anymore due to years of wear and tear and to purchase raw wax and threads",IN,India,"Odagaon, Odisha",INR,241,2015-11-17 09:34:47+00:00,2015-11-13 08:00:00+00:00,2015-11-22 11:42:34+00:00,43,13,"#Parent, #Single Parent, #Woman Owned Biz","female, female",bullet,17/11/15
980586,475,475,Farming,Agriculture,"to pay for farm labour costs, application and incorporation of plant treatment.",IN,India,"Odagaon, Odisha",INR,241,2015-11-18 05:13:54+00:00,2015-11-13 08:00:00+00:00,2015-11-25 08:46:02+00:00,43,15,,"female, female",bullet,18/11/15
980656,475,475,Crafts,Arts,"to purchase raw materials for her applique and handicraft business such as glass, coloured paper, glitter, paste, ribbons, and crayons.",IN,India,"Odagaon, Odisha",INR,241,2015-11-18 06:55:02+00:00,2015-11-13 08:00:00+00:00,2015-12-02 04:03:46+00:00,43,19,"#Fabrics, #Parent, #Woman Owned Biz","female, female",bullet,18/11/15
980636,1525,1525,Food Production/Sales,Food,start her masala powder-making business.,IN,India,Mohanur,INR,428,2015-11-18 06:41:06+00:00,2015-10-29 07:00:00+00:00,2015-11-25 01:25:05+00:00,21,35,"#Parent, #Woman Owned Biz, #Vegan, user_favorite, user_favorite","female, female, female, female, female",monthly,18/11/15
980602,475,475,Farming,Agriculture,"to purchase a high yielding variety of seeds, insecticides, organic manure and other farm equipment.",IN,India,"Odagaon, Odisha",INR,241,2015-11-18 05:57:32+00:00,2015-11-13 08:00:00+00:00,2015-11-27 09:26:28+00:00,43,18,"#Widowed, #Parent, #Single Parent, #Vegan, #Woman Owned Biz","female, female",bullet,18/11/15
